Drug,Target
DB00246,1815
DB00246,3359
DB00246,3362
DB00246,151
DB00246,152
DB00246,1132
DB00246,1133
DB00247,1576
DB00247,3358
DB00247,3351
DB00247,3350
DB00247,3354
DB00247,3357
DB00247,3363
DB00247,3356
DB00248,1576
DB00248,5243
DB00248,148
DB00248,153
DB00248,1813
DB00248,3358
DB00248,154
DB00248,147
DB00248,146
DB00248,3352
DB00248,3351
DB00248,3350
DB00248,3357
DB00248,3363
DB00248,150
DB00248,1812
DB00248,1816
DB00248,3356
DB00248,1814
DB00248,1815
DB00248,151
DB00248,152
DB00250,4353
DB00250,1576
DB00250,1559
DB00250,5742
DB00250,5743
DB00250,1571
DB00250,1562
DB00250,1557
DB00250,1551
DB00250,1577
DB00250,1558
DB00250,2328
DB00250,10
DB00252,1576
DB00252,1565
DB00252,1559
DB00252,6906
DB00252,5243
DB00252,1244
DB00252,213
DB00252,1562
DB00252,1557
DB00252,1551
DB00252,1577
DB00252,1558
DB00252,8856
DB00252,1555
DB00252,54658
DB00252,6331
DB00252,54578
DB00252,54600
DB00252,6323
DB00252,6324
DB00252,6328
DB00252,1584
DB00252,53919
DB00253,1576
DB00253,2908
DB00253,866
DB00254,1576
DB00254,9356
DB00254,340273
DB00255,1576
DB00255,1559
DB00255,5243
DB00255,1571
DB00255,1588
DB00255,1558
DB00255,8647
DB00255,9429
DB00255,10599
DB00255,1312
DB00255,8856
DB00255,11309
DB00255,6462
DB00255,2104
DB00255,2101
DB00255,2099
DB00255,2100
DB00255,2103
DB00255,10499
DB00255,367
DB00255,7276
DB00257,1576
DB00257,1565
DB00257,1559
DB00257,5243
DB00257,1571
DB00257,1551
DB00257,1558
DB00257,8647
DB00257,10599
DB00257,8856
DB00257,1555
DB00257,1548
DB00257,3783
DB00257,338442
DB00258,2897
DB00258,5744
DB00259,1576
DB00259,1565
DB00259,1571
DB00259,1557
DB00260,1644
DB00261,1544
DB00261,5139
DB00262,1544
DB00262,2936
DB00263,1559
DB00264,1576
DB00264,1565
DB00264,5243
DB00264,213
DB00264,6582
DB00264,153
DB00264,154
DB00265,7421
DB00265,54657
DB00265,4914
DB00265,4780
DB00266,1559
DB00266,213
DB00266,1728
DB00266,79001
DB00266,1429
DB00268,1544
DB00268,148
DB00268,1813
DB00268,1814
DB00268,1815
DB00270,1576
DB00270,8647
DB00270,781
DB00270,775
DB00270,783
DB00270,8912
DB00270,9254
DB00270,776
DB00270,779
DB00272,3274
DB00273,1576
DB00273,1557
DB00273,2897
DB00273,2890
DB00273,2554
DB00273,759
DB00273,760
DB00273,762
DB00273,6323
DB00273,761
DB00274,213
DB00274,6564
DB00274,6565
DB00275,1244
DB00275,213
DB00275,8647
DB00275,10599
DB00275,185
DB00276,5243
DB00276,213
DB00276,3757
DB00276,7153
DB00276,5004
DB00277,1576
DB00277,1544
DB00277,1565
DB00277,1571
DB00277,1558
DB00277,1545
DB00277,5142
DB00277,1543
DB00277,10864
DB00277,100
DB00277,134
DB00277,135
DB00277,8654
DB00277,3066
DB00277,5139
DB00277,136
DB00277,5141
DB00277,8904
DB00277,81502
DB00277,23420
DB00277,142
DB00277,79608
DB00277,26140
DB00278,2147
DB00278,1576
DB00278,1577
DB00279,6906
DB00279,5243
DB00279,213
DB00279,6579
DB00279,6554
DB00279,10599
DB00279,117247
DB00279,9376
DB00279,54658
DB00279,8140
DB00279,53919
DB00279,7276
DB00279,7067
DB00279,7068
DB00279,5111
DB00279,353189
DB00279,28231
DB00280,1576
DB00280,1544
DB00280,6582
DB00280,6580
DB00280,3757
DB00280,1131
DB00280,1128
DB00280,6331
DB00280,1129
DB00280,5004
DB00280,3751
DB00280,3752
DB00280,5005
DB00281,1956
DB00281,1576
DB00281,1544
DB00281,1565
DB00281,1559
DB00281,5243
DB00281,1562
DB00281,1551
DB00281,1577
DB00281,1558
DB00281,6584
DB00281,1555
DB00281,1548
DB00281,6331
DB00281,5004
DB00281,5005
DB00281,6336
DB00281,6335
DB00281,6329
DB00282,2224
DB00283,1565
DB00283,3269
DB00284,8972
DB00284,279
DB00284,2548
DB00284,6476
DB00285,1576
DB00285,1565
DB00285,5243
DB00285,9429
DB00285,6532
DB00285,6531
DB00285,6530
DB00286,1576
DB00286,1544
DB00286,6906
DB00286,5243
DB00286,1244
DB00286,213
DB00286,8714
DB00286,6579
DB00286,6554
DB00286,9356
DB00286,9429
DB00286,10599
DB00286,4363
DB00286,1312
DB00286,9376
DB00286,10257
DB00286,85320
DB00286,11309
DB00286,55867
DB00286,6462
DB00286,53919
DB00286,2099
DB00286,2100
DB00286,28231
DB00286,200931
DB00286,123264
DB00286,28232
DB00287,5737
DB00288,1576
DB00288,2908
DB00288,301
DB00289,2209
DB00289,1565
DB00289,213
DB00289,1557
DB00289,2902
DB00289,6532
DB00289,6530
DB00289,4986
DB00289,5004
DB00289,3760
DB00290,3978
DB00290,3980
DB00290,642
DB00291,6579
DB00291,2950
DB00292,1588
DB00292,2554
DB00292,151
DB00292,1584
DB00292,1585
DB00292,6513
DB00293,2356
DB00293,7298
DB00294,1576
DB00294,213
DB00294,6462
DB00294,2099
DB00294,5241
DB00295,1576
DB00295,1565
DB00295,5243
DB00295,213
DB00295,1558
DB00295,54658
DB00295,7366
DB00295,4988
DB00295,4986
DB00295,4985
DB00295,54659
DB00295,54576
DB00295,7364
DB00295,23643
DB00295,7363
DB00296,1576
DB00296,1544
DB00296,1555
DB00296,6336
DB00297,1576
DB00297,1565
DB00297,1557
DB00297,6336
DB00297,5731
DB00298,148
DB00298,147
DB00298,146
DB00300,5243
DB00300,1244
DB00300,9356
DB00300,89845
DB00300,9376
DB00300,10257
DB00300,204
DB00300,205
DB00301,1576
DB00301,8647
DB00302,5340
DB00302,6565
DB00304,1576
DB00304,1559
DB00304,213
DB00304,54658
DB00304,6462
DB00304,2099
DB00304,5241
DB00305,5447
DB00306,1139
DB00306,2891
DB00306,2898
DB00306,1137
DB00306,2554
DB00306,2555
DB00306,2556
DB00306,2557
DB00306,2558
DB00306,2559
DB00307,1576
DB00307,1559
DB00307,1558
DB00307,6256
DB00307,6258
DB00307,6257
DB00308,786
DB00308,3757
DB00308,3767
DB00308,781
DB00308,775
DB00308,782
DB00308,3775
DB00308,81033
DB00308,90134
DB00309,1576
DB00309,81027
DB00310,213
DB00310,6557
DB00310,759
DB00312,1576
DB00312,1557
DB00312,1139
DB00312,2902
DB00312,2891
DB00312,2898
DB00312,8856
DB00312,1548
DB00312,1137
DB00312,2554
DB00312,2555
DB00312,2556
DB00312,2557
DB00312,2558
DB00312,2559
DB00313,1576
DB00313,1544
DB00313,1559
DB00313,5742
DB00313,213
DB00313,1562
DB00313,1557
DB00313,1577
DB00313,1558
DB00313,9356
DB00313,6566
DB00313,6584
DB00313,5465
DB00313,5467
DB00313,5468
DB00313,7915
DB00313,9376
DB00313,4967
DB00313,1555
DB00313,1548
DB00313,54658
DB00313,11309
DB00313,10864
DB00313,7366
DB00313,54659
DB00313,54657
DB00313,54578
DB00313,54576
DB00313,54600
DB00313,54575
DB00313,7364
DB00313,3066
DB00313,6323
DB00313,36
DB00313,9734
DB00315,1544
DB00315,4128
DB00315,3352
DB00315,3351
DB00315,3350
DB00316,1576
DB00316,1544
DB00316,1565
DB00316,5243
DB00316,5742
DB00316,5743
DB00316,1571
DB00316,7442
DB00316,2950
DB00316,1548
DB00316,54658
DB00316,7366
DB00316,54578
DB00316,54600
DB00316,10
DB00316,2166
DB00316,6817
DB00316,6818
DB00317,1956
DB00317,1576
DB00317,1565
DB00317,1559
DB00317,5243
DB00317,213
DB00317,1557
DB00317,1577
DB00317,9429
DB00317,1543
DB00317,5004
DB00318,1576
DB00318,1565
DB00318,6580
DB00318,4988
DB00318,4986
DB00318,4985
DB00318,7364
DB00318,7363
DB00319,9356
DB00319,9376
DB00320,1576
DB00320,5243
DB00320,3352
DB00320,3351
DB00320,3357
DB00320,150
DB00321,1576
DB00321,1544
DB00321,1565
DB00321,1559
DB00321,5243
DB00321,213
DB00321,1557
DB00321,1577
DB00321,1558
DB00321,1555
DB00321,54658
DB00321,6532
DB00321,6530
DB00321,148
DB00321,1128
DB00321,4988
DB00321,3358
DB00321,4986
DB00321,4985
DB00321,147
DB00321,146
DB00321,3269
DB00321,3352
DB00321,3351
DB00321,3350
DB00321,3363
DB00321,150
DB00321,3736
DB00321,5004
DB00321,3356
DB00321,3362
DB00321,3274
DB00321,4914
DB00321,4915
DB00321,3785
DB00321,10280
DB00321,3786
DB00322,1559
DB00322,6906
DB00322,7298
DB00322,1890
DB00323,1559
DB00323,1312
DB00324,1576
DB00324,2908
DB00324,866
DB00325,1543
DB00325,4881
DB00327,1576
DB00327,1559
DB00327,213
DB00327,4988
DB00327,4986
DB00327,4985
DB00327,54659
DB00327,7364
DB00328,1559
DB00328,5243
DB00328,5742
DB00328,5743
DB00328,1244
DB00328,213
DB00328,1557
DB00328,8714
DB00328,8647
DB00328,6579
DB00328,6554
DB00328,9356
DB00328,10599
DB00328,4363
DB00328,5465
DB00328,5468
DB00328,9376
DB00328,2739
DB00328,10257
DB00328,8644
DB00328,85320
DB00328,54658
DB00328,55867
DB00328,10864
DB00328,54600
DB00328,7364
DB00328,1066
DB00328,5320
DB00328,145482
DB00328,11251
DB00328,368
DB00331,6582
DB00331,6580
DB00331,6581
DB00331,5564
DB00331,2819
DB00331,55244
DB00331,146802
DB00332,213
DB00332,6584
DB00332,6583
DB00332,1131
DB00332,1128
DB00332,1129
DB00332,5004
DB00333,1576
DB00333,1544
DB00333,1565
DB00333,1559
DB00333,6906
DB00333,5243
DB00333,1588
DB00333,1562
DB00333,1557
DB00333,1551
DB00333,1577
DB00333,1558
DB00333,116443
DB00333,1555
DB00333,4988
DB00333,4985
DB00333,3359
DB00333,5005
DB00333,23643
DB00334,1576
DB00334,1544
DB00334,1565
DB00334,1559
DB00334,5243
DB00334,213
DB00334,1557
DB00334,148
DB00334,153
DB00334,1813
DB00334,1131
DB00334,1128
DB00334,2554
DB00334,3358
DB00334,54657
DB00334,1129
DB00334,147
DB00334,3269
DB00334,3350
DB00334,5004
DB00334,1812
DB00334,1816
DB00334,3356
DB00334,1814
DB00334,1815
DB00334,3359
DB00334,3362
DB00334,1132
DB00334,2328
DB00335,1565
DB00335,213
DB00335,8647
DB00335,153
DB00335,154
DB00336,7498
DB00337,1576
DB00337,2475
DB00337,2280
DB00338,1576
DB00338,1544
DB00338,1565
DB00338,1559
DB00338,5243
DB00338,1562
DB00338,1557
DB00338,1558
DB00338,8714
DB00338,9429
DB00338,1545
DB00338,1543
DB00338,495
DB00338,196
DB00339,1576
DB00339,7498
DB00339,316
DB00340,1131
DB00340,1128
DB00340,1129
DB00340,1132
DB00340,1133
DB00341,5243
DB00341,3269
DB00342,1576
DB00342,1565
DB00342,5243
DB00342,1551
DB00342,1577
DB00342,1558
DB00342,8647
DB00342,1573
DB00342,3757
DB00342,1131
DB00342,1128
DB00342,1129
DB00342,3269
DB00342,1132
DB00342,1133
DB00343,1576
DB00343,1565
DB00343,5243
DB00343,213
DB00343,1557
DB00343,1551
DB00343,1577
DB00343,1558
DB00343,786
DB00343,775
DB00343,5004
DB00344,1565
DB00344,5243
DB00344,6532
DB00344,6530
DB00345,1244
DB00345,6579
DB00345,9356
DB00345,10599
DB00345,4363
DB00345,6566
DB00345,6582
DB00345,6584
DB00345,6583
DB00345,9376
DB00345,55867
DB00345,10864
DB00345,28232
DB00346,1576
DB00346,3757
DB00346,148
DB00346,147
DB00346,146
DB00347,1576
DB00347,1559
DB00347,1571
DB00347,1557
DB00347,1558
DB00347,8913
DB00348,3242
DB00349,1576
DB00349,1565
DB00349,5243
DB00349,1562
DB00349,1557
DB00349,1555
DB00349,2554
DB00349,6529
DB00350,5742
DB00350,54658
DB00350,3758
DB00350,5972
DB00351,1576
DB00351,5243
DB00351,2908
DB00351,5241
DB00352,10257
DB00352,3251
DB00353,1576
DB00353,3357
DB00353,1812
DB00354,1128
DB00354,3269
DB00356,1576
DB00356,1544
DB00356,1565
DB00356,1571
DB00356,1543
DB00356,1548
DB00356,3778
DB00357,1576
DB00357,1588
DB00357,1557
DB00357,1583
DB00358,1576
DB00358,1565
DB00358,5243
DB00358,1588
DB00358,590
DB00358,43
DB00358,135
DB00358,3039
DB00359,1576
DB00359,1559
DB00359,1571
DB00359,1558
DB00360,5743
DB00360,5053
DB00360,7054
DB00360,7166
DB00360,4846
DB00361,1576
DB00361,1565
DB00361,5243
DB00361,203068
DB00363,1576
DB00363,1544
DB00363,1565
DB00363,1559
DB00363,5243
DB00363,1571
DB00363,1557
DB00363,1558
DB00363,1545
DB00363,2950
DB00363,1543
DB00363,1548
DB00363,148
DB00363,1813
DB00363,1131
DB00363,1128
DB00363,3358
DB00363,54657
DB00363,1129
DB00363,147
DB00363,3269
DB00363,3352
DB00363,3351
DB00363,3350
DB00363,3354
DB00363,3363
DB00363,150
DB00363,1812
DB00363,3356
DB00363,1814
DB00363,1815
DB00363,3359
DB00363,3362
DB00363,151
DB00363,152
DB00363,1132
DB00363,1133
DB00363,2328
DB00363,50632
DB00364,2243
DB00364,2247
DB00364,1950
DB00365,1576
DB00365,1544
DB00365,5243
DB00365,1244
DB00365,9356
DB00365,4363
DB00365,6582
DB00365,6584
DB00366,1128
DB00366,3269
DB00366,9970
DB00367,1576
DB00367,1588
DB00367,6462
DB00367,2099
DB00367,367
DB00367,5241
DB00367,6715
DB00368,5053
DB00368,6582
DB00368,6580
DB00368,6581
DB00368,6584
DB00368,6571
DB00368,6530
DB00368,148
DB00368,153
DB00368,154
DB00368,6570
DB00368,147
DB00368,146
DB00368,150
DB00368,151
DB00368,152
DB00368,155
DB00368,5460
DB00369,9356
DB00369,1890
DB00370,1576
DB00370,1544
DB00370,1565
DB00370,6532
DB00370,148
DB00370,3358
DB00370,4986
DB00370,3269
DB00370,150
DB00370,3356
DB00371,1571
DB00371,1557
DB00371,2554
DB00371,2555
DB00371,2556
DB00371,2557
DB00371,2558
DB00371,2559
DB00372,1813
DB00372,1812
DB00372,1815
DB00373,1565
DB00373,5243
DB00373,1557
DB00373,153
DB00373,154
DB00374,1559
DB00374,5467
DB00374,64805
DB00374,5739
DB00376,1131
DB00376,1128
DB00376,1129
DB00376,1132
DB00376,1133
DB00377,1576
DB00377,1544
DB00377,1565
DB00377,3359
DB00378,1576
DB00378,5241
DB00379,1576
DB00379,1544
DB00379,1565
DB00379,1571
DB00379,1555
DB00379,6331
DB00379,196
DB00380,7153
DB00380,7155
DB00381,1576
DB00381,1565
DB00381,5243
DB00381,1577
DB00381,1558
DB00381,786
DB00381,1543
DB00381,1555
DB00381,759
DB00381,775
DB00381,782
DB00381,774
DB00381,55799
DB00381,6609
DB00381,8911
DB00382,1544
DB00382,5243
DB00382,590
DB00382,43
DB00382,1066
DB00383,1131
DB00383,1128
DB00383,1129
DB00384,1544
DB00384,6340
DB00384,6337
DB00384,6338
DB00384,6339
DB00385,7153
DB00387,1131
DB00387,1128
DB00387,1129
DB00387,1132
DB00388,1544
DB00388,4128
DB00388,148
DB00388,147
DB00388,146
DB00389,1588
DB00390,5243
DB00390,8647
DB00390,6579
DB00390,10599
DB00390,1583
DB00390,353189
DB00390,200931
DB00390,123264
DB00390,476
DB00391,590
DB00391,1813
DB00391,760
DB00391,1814
DB00391,761
DB00392,590
DB00392,116443
DB00392,1128
DB00392,1129
DB00393,1576
DB00393,1577
DB00393,775
DB00393,783
DB00393,776
DB00393,779
DB00393,782
DB00393,196
DB00393,778
DB00393,784
DB00393,785
DB00393,4306
DB00394,1576
DB00394,1577
DB00394,2908
DB00394,866
DB00395,1557
DB00395,2554
DB00395,2556
DB00395,2558
DB00395,2561
DB00395,2566
DB00396,1576
DB00396,1565
DB00396,1559
DB00396,5243
DB00396,1557
DB00396,1551
DB00396,1577
DB00396,8647
DB00396,6554
DB00396,9429
DB00396,10599
DB00396,4363
DB00396,1545
DB00396,6582
DB00396,6580
DB00396,6581
DB00396,1586
DB00396,1543
DB00396,1548
DB00396,6462
DB00396,2908
DB00396,4986
DB00396,5004
DB00396,2099
DB00396,2100
DB00396,367
DB00396,5241
DB00396,4306
DB00397,4128
DB00397,153
DB00397,154
DB00397,150
DB00397,1812
DB00398,1576
DB00398,1544
DB00398,1565
DB00398,1559
DB00398,5243
DB00398,2260
DB00398,1244
DB00398,1557
DB00398,1551
DB00398,1577
DB00398,1558
DB00398,9429
DB00398,10599
DB00398,5159
DB00398,10257
DB00398,1555
DB00398,54658
DB00398,54600
DB00398,673
DB00398,5894
DB00398,2324
DB00398,3791
DB00398,2322
DB00398,3815
DB00398,5979
DB00398,2321
DB00398,10928
DB00399,4363
DB00399,2224
DB00399,9453
DB00400,1576
DB00400,1544
DB00400,1565
DB00400,3859
DB00401,1576
DB00401,5243
DB00401,1551
DB00401,1577
DB00401,781
DB00401,775
DB00401,783
DB00401,776
DB00401,779
DB00402,1576
DB00402,1558
DB00402,2554
DB00402,2555
DB00402,2556
DB00402,2558
DB00403,886
DB00404,1576
DB00404,1559
DB00404,213
DB00404,1551
DB00404,1577
DB00404,2554
DB00404,706
DB00404,2555
DB00404,2556
DB00404,2557
DB00404,2558
DB00404,2559
DB00404,5004
DB00405,3269
DB00406,6580
DB00407,462
DB00407,3053
DB00408,6532
DB00408,6531
DB00408,6530
DB00408,148
DB00408,153
DB00408,1813
DB00408,1131
DB00408,1128
DB00408,3358
DB00408,1129
DB00408,147
DB00408,3269
DB00408,3352
DB00408,3351
DB00408,3350
DB00408,3354
DB00408,3363
DB00408,150
DB00408,1812
DB00408,1816
DB00408,3356
DB00408,1814
DB00408,1815
DB00408,3359
DB00408,3362
DB00408,151
DB00408,152
DB00408,1132
DB00408,1133
DB00408,3274
DB00408,3361
DB00409,1565
DB00409,1813
DB00409,3356
DB00409,1814
DB00409,1815
DB00409,10280
DB00411,5321
DB00411,43
DB00411,1135
DB00411,1131
DB00411,1128
DB00411,1129
DB00411,1132
DB00412,1576
DB00412,1544
DB00412,1565
DB00412,1559
DB00412,5742
DB00412,213
DB00412,1558
DB00412,8647
DB00412,10599
DB00412,5465
DB00412,5467
DB00412,5468
DB00412,6256
DB00412,2182
DB00412,1548
DB00412,6258
DB00412,6257
DB00413,6582
DB00413,6580
DB00413,6581
DB00413,1813
DB00413,3350
DB00413,150
DB00413,1814
DB00413,1815
DB00414,1559
DB00414,213
DB00414,3758
DB00414,873
DB00415,213
DB00415,6566
DB00415,6584
DB00415,6564
DB00415,6565
DB00415,7010
DB00416,1135
DB00417,6564
DB00418,1544
DB00418,1559
DB00418,1557
DB00418,1558
DB00418,1139
DB00418,2902
DB00418,2891
DB00418,2898
DB00418,1137
DB00418,2554
DB00418,2555
DB00418,2556
DB00418,2557
DB00418,2558
DB00418,2559
DB00419,7357
DB00420,1576
DB00420,1544
DB00420,1565
DB00420,1559
DB00420,1557
DB00420,148
DB00420,1813
DB00420,1131
DB00420,1128
DB00420,3358
DB00420,1129
DB00420,147
DB00420,146
DB00420,3269
DB00420,1812
DB00420,3356
DB00420,1815
DB00420,1132
DB00420,1133
DB00421,5243
DB00421,1244
DB00421,213
DB00421,1558
DB00421,8647
DB00421,6579
DB00421,786
DB00421,8856
DB00421,6462
DB00421,2908
DB00421,5004
DB00421,1584
DB00421,367
DB00421,1585
DB00421,5241
DB00421,6715
DB00421,4306
DB00422,6531
DB00422,6530
DB00422,3350
DB00423,759
DB00424,1131
DB00424,1128
DB00424,1129
DB00424,1132
DB00425,1576
DB00425,1544
DB00425,1565
DB00425,1559
DB00425,1557
DB00425,2554
DB00425,2555
DB00425,2556
DB00425,2566
DB00426,1576
DB00426,316
DB00427,3269
DB00428,1544
DB00428,5243
DB00428,1571
DB00428,1543
DB00428,6514
DB00429,5731
DB00430,213
DB00431,2741
DB00431,2743
DB00431,8001
DB00431,2742
DB00431,8856
DB00431,2560
DB00431,2562
DB00431,2569
DB00431,2099
DB00431,5241
DB00432,213
DB00432,9356
DB00432,2030
DB00432,7298
DB00432,1890
DB00432,7083
DB00432,9154
DB00432,3177
DB00433,1576
DB00433,1565
DB00433,148
DB00433,1813
DB00433,3269
DB00433,150
DB00434,1131
DB00434,1128
DB00434,3358
DB00434,54659
DB00434,1129
DB00434,3269
DB00434,3363
DB00434,3356
DB00435,1576
DB00435,1544
DB00435,3620
DB00435,217
DB00435,1555
DB00435,2977
DB00435,4489
DB00436,759
DB00436,760
DB00436,762
DB00436,3778
DB00436,6559
DB00436,7172
DB00437,7498
DB00437,9429
DB00437,6582
DB00437,9376
DB00437,316
DB00437,10864
DB00438,9356
DB00438,6584
DB00438,6564
DB00438,6565
DB00439,1576
DB00439,1565
DB00439,1559
DB00439,5243
DB00439,1244
DB00439,1551
DB00439,1577
DB00439,1558
DB00439,8647
DB00439,9429
DB00439,10599
DB00439,3156
DB00439,1555
DB00439,54658
DB00440,1576
DB00440,1559
DB00440,5243
DB00440,1558
DB00440,6582
DB00440,1719
DB00440,7298
DB00441,5243
DB00441,89845
DB00441,2030
DB00441,6240
DB00441,1633
DB00441,7298
DB00441,9154
DB00441,3177
DB00441,51727
DB00441,978
DB00443,1576
DB00443,5243
DB00443,1588
DB00443,2908
DB00444,1576
DB00444,1559
DB00444,1557
DB00444,1577
DB00444,9429
DB00444,7153
DB00444,368
DB00445,5321
DB00445,4363
DB00445,7364
DB00445,7153
DB00445,1105
DB00446,1576
DB00446,1557
DB00446,1551
DB00446,1577
DB00446,1558
DB00446,9356
DB00446,1604
DB00447,6564
DB00447,6565
DB00448,1576
DB00448,1565
DB00448,1559
DB00448,5243
DB00448,1562
DB00448,1557
DB00448,1558
DB00448,9429
DB00448,1545
DB00448,6582
DB00448,6580
DB00448,6581
DB00448,9376
DB00448,1543
DB00448,495
DB00448,4137
DB00449,590
DB00449,43
DB00449,148
DB00449,154
DB00449,150
DB00450,148
DB00450,1813
DB00451,6906
DB00451,5243
DB00451,3690
DB00451,213
DB00451,1558
DB00451,6579
DB00451,10599
DB00451,3685
DB00451,6567
DB00451,54658
DB00451,11309
DB00451,8140
DB00451,53919
DB00451,7276
DB00451,7067
DB00451,7068
DB00451,353189
DB00451,28231
DB00452,7852
DB00454,1576
DB00454,1544
DB00454,1565
DB00454,213
DB00454,1557
DB00454,2906
DB00454,2902
DB00454,2903
DB00454,2904
DB00454,2905
DB00454,1555
DB00454,6532
DB00454,6531
DB00454,6530
DB00454,1128
DB00454,4988
DB00454,4986
DB00454,1066
DB00454,5004
DB00455,1576
DB00455,1544
DB00455,1565
DB00455,1559
DB00455,5243
DB00455,1557
DB00455,1577
DB00455,1558
DB00455,8647
DB00455,1543
DB00455,1555
DB00455,3757
DB00455,3269
DB00456,213
DB00456,9356
DB00456,6584
DB00456,9376
DB00456,55867
DB00456,10864
DB00456,6564
DB00456,6565
DB00457,5243
DB00457,9429
DB00457,6580
DB00457,6581
DB00457,3757
DB00457,148
DB00457,147
DB00457,146
DB00457,150
DB00457,5004
DB00457,151
DB00458,1576
DB00458,1544
DB00458,1565
DB00458,5243
DB00458,1571
DB00458,213
DB00458,1562
DB00458,1557
DB00458,1551
DB00458,6582
DB00458,6581
DB00458,6583
DB00458,1555
DB00458,6532
DB00458,3757
DB00458,6531
DB00458,6530
DB00458,148
DB00458,1813
DB00458,1131
DB00458,1128
DB00458,3358
DB00458,1129
DB00458,147
DB00458,146
DB00458,3269
DB00458,3350
DB00458,3363
DB00458,5004
DB00458,1812
DB00458,3356
DB00458,3362
DB00458,1132
DB00458,1133
DB00458,3751
DB00458,3752
DB00458,5005
DB00458,3756
DB00459,213
DB00459,6256
DB00459,5947
DB00459,1592
DB00459,5916
DB00459,5915
DB00459,6258
DB00459,6257
DB00459,5914
DB00460,2215
DB00460,2214
DB00460,3563
DB00460,3554
DB00460,3683
DB00460,7054
DB00460,332
DB00460,760
DB00460,3949
DB00460,3091
DB00460,6777
DB00460,627
DB00460,1154
DB00460,2776
DB00460,3308
DB00460,4908
DB00460,1027
DB00460,7409
DB00460,2624
DB00460,6351
DB00461,4353
DB00461,1544
DB00461,1559
DB00461,5742
DB00461,5743
DB00461,213
DB00461,1109
DB00461,8644
DB00461,1645
DB00461,3290
DB00462,1131
DB00462,1128
DB00462,1129
DB00464,5624
DB00464,5627
DB00465,1559
DB00465,5742
DB00465,5743
DB00465,1558
DB00465,7364
DB00467,1544
DB00467,7153
DB00468,1576
DB00468,1544
DB00468,1565
DB00468,1559
DB00468,5243
DB00468,1571
DB00468,1557
DB00468,1551
DB00468,1577
DB00468,1558
DB00468,6579
DB00468,10599
DB00468,6582
DB00468,6580
DB00468,6584
DB00468,6583
DB00468,1543
DB00468,3783
DB00468,2815
DB00469,1559
DB00469,5742
DB00469,5743
DB00469,9376
DB00470,1576
DB00470,1559
DB00470,5243
DB00470,5742
DB00470,1557
DB00470,9429
DB00470,1543
DB00470,1548
DB00470,1268
DB00470,1269
DB00471,1576
DB00471,1559
DB00471,5742
DB00471,1558
DB00471,240
DB00471,1548
DB00471,11309
DB00471,10800
DB00472,1576
DB00472,1544
DB00472,1565
DB00472,1559
DB00472,5243
DB00472,213
DB00472,1557
DB00472,1577
DB00472,1555
DB00472,6532
DB00472,3757
DB00472,1135
DB00472,1136
DB00472,1143
DB00472,3358
DB00472,5004
DB00472,1163
DB00473,6331
DB00473,6336
DB00474,1557
DB00474,2554
DB00475,1576
DB00475,2554
DB00476,1544
DB00476,1565
DB00476,1559
DB00476,5243
DB00476,213
DB00476,6532
DB00476,6531
DB00476,6530
DB00476,5004
DB00477,1576
DB00477,1544
DB00477,1565
DB00477,5243
DB00477,1571
DB00477,213
DB00477,590
DB00477,8647
DB00477,3757
DB00477,148
DB00477,1813
DB00477,1131
DB00477,1128
DB00477,3358
DB00477,147
DB00477,3269
DB00477,3350
DB00477,3363
DB00477,150
DB00477,5004
DB00477,1812
DB00477,1816
DB00477,3356
DB00477,1814
DB00477,1815
DB00477,3362
DB00477,6609
DB00477,801
DB00480,5243
DB00480,5743
DB00480,51185
DB00480,8600
DB00480,1003
DB00481,1576
DB00481,5243
DB00481,1244
DB00481,213
DB00481,1588
DB00481,1558
DB00481,8714
DB00481,9429
DB00481,10599
DB00481,10257
DB00481,316
DB00481,1555
DB00481,54658
DB00481,54576
DB00481,54575
DB00481,5004
DB00481,2099
DB00481,2100
DB00481,5272
DB00481,7031
